id,canonical_name,category,subtype,key_attributes_schema,default_iq,default_oq,default_pq,default_calibration_months,default_maintenance_months,default_requalification_months,risk_level,regulatory_references,search_aliases,locale_overrides,notes
,Defibrillator Analyzer,Metrology: Safety,Discharge Energy Tester,"{""energy_range"":{""type"":""range"",""units"":""J""},""waveform_analysis"":{""type"":""boolean""},""internal_load"":{""type"":""number"",""units"":""Ohm""}}",TRUE,TRUE,FALSE,12,12,,High,IEC 60601-2-4;ISO 17025,defib tester;pacer analyzer;safety tester,{},Used to validate energy delivery of external and internal defibrillators.
,Electrical Safety Analyzer,Metrology: Safety,Automated Leakage Tester,"{""leakage_range"":{""type"":""range"",""units"":""uA""},""ground_bond_test"":{""type"":""boolean""},""standards_support"":{""type"":""array""}}",TRUE,TRUE,FALSE,12,12,,Medium,IEC 60601-1;AAMI ES60601-1,safety bot;leakage tester;Fluke ESA,{},Mandatory for all active medical devices before release.
,Infusion Pump Calibration Standard,Metrology: Fluid,Precision Mass Flow Analyzer,"{""flow_range"":{""type"":""range"",""units"":""mL/hr""},""volume_acc"":{""type"":""number"",""units"":""%""},""occlusion_press"":{""type"":""number"",""units"":""psi""}}",TRUE,TRUE,FALSE,12,12,,Medium,IEC 60601-2-24;AAMI TIR101,pump tester;flow analyzer;IV tester,{},Used for validating the accuracy of drug delivery systems.
,Ventilator Gas Flow Analyzer,Metrology: Gas,High-Speed Respiratory Tester,"{""flow_range"":{""type"":""range"",""units"":""LPM""},""pressure_range"":{""type"":""range"",""units"":""cmH2O""},""o2_conc"":{""type"":""boolean""}}",TRUE,TRUE,FALSE,6,12,,High,ISO 80601-2-12;ISO 17025,vent tester;respiratory analyzer;gas flow,{},Critical for validating airway pressure and volume safety in ventilators.
,Hemodynamic Monitoring Console,Cardiovascular Monitoring,Multi-Channel Polygraph,"{""waveforms_count"":{""type"":""integer""},""ecg_sample_rate"":{""type"":""number"",""units"":""Hz""},""software_v"":{""type"":""string""}}",TRUE,TRUE,TRUE,12,12,12,High,IEC 60601-2-27;21 CFR Part 11,polygraph;cath monitor;hemodynamic station,{},OQ verifies real-time radiological image and ECG synchronization.
,Liquid Particle Counter,Metrology: IVD,Light Obscuration Analyzer,"{""particle_size_range"":{""type"":""array""},""sample_vol"":{""type"":""number"",""units"":""mL""},""viscosity_max"":{""type"":""number"",""units"":""cP""}}",TRUE,TRUE,TRUE,12,12,,High,USP <788>;ISO 13485,sub-visible counter;liquid LPC;particle analyzer,{},Critical for validating cleanliness of sterile injectables and tubing.
,Biological Indicator Auto-Reader,Testing: Sterility,Fluorescence Incubator,"{""well_count"":{""type"":""integer""},""incubation_temp"":{""type"":""number"",""units"":""C""},""detection_time"":{""type"":""number"",""units"":""min""}}",TRUE,TRUE,FALSE,12,12,,High,ISO 11138;FDA QMSR,Attest reader;BI incubator;release station,{},OQ verifies temperature stability of each independent well.
,Laser Power / Energy Meter,Metrology: Production,Welding Validation Probe,"{""wavelength_range"":{""type"":""range"",""units"":""nm""},""power_limit"":{""type"":""number"",""units"":""W""},""nist_traceable"":{""type"":""boolean""}}",TRUE,FALSE,FALSE,12,,,Medium,ISO 15609-4;ISO 17025,laser probe;power puck;welding meter,{},Reference standard to qualify laser welder power settings during OQ.
,Intra-Aortic Balloon Pump Console,Cardiovascular Support,Counterpulsation Console,"{""inflation_speed"":{""type"":""number"",""units"":""ms""},""sync_modes"":{""type"":""array""},""internal_battery"":{""type"":""boolean""}}",TRUE,TRUE,TRUE,12,6,12,High,21 CFR 870.1025;IEC 60601-1,IABP;balloon console;counter-pulsator,{},PQ verifies trigger timing accuracy against ECG and pressure waveforms.
,Nitinol Shape Setting Furnace,Material Forming,Vacuum Heat Treat,"{""max_temp"":{""type"":""number"",""units"":""C""},""vacuum_level"":{""type"":""number"",""units"":""mbar""},""quench_time"":{""type"":""number"",""units"":""sec""}}",TRUE,TRUE,TRUE,6,6,12,High,ASTM F2082;ASTM F2516;ASTM F2063,nitinol oven;shape set;vacuum furnace;Af tester,{},PQ involves Active Austenite Finish (Af) temperature verification.
,Ultrasonic Spray Coater,Surface Treatment,Drug Eluting Stent (DES),"{""ultrasonic_freq"":{""type"":""number"",""units"":""kHz""},""flow_rate"":{""type"":""number"",""units"":""uL/min""},""nozzle_speed"":{""type"":""number"",""units"":""mm/s""}}",TRUE,TRUE,TRUE,6,6,12,High,ISO 13485;FDA QMSR;ISO 10993,DES coater;ultrasonic sprayer;Sono-Tek;stent coater,{},PQ verifies drug load uniformity and presence of webbing.
,Catheter Balloon Folder,Assembly,Multi-Wing Pleater,"{""fold_pressure"":{""type"":""number"",""units"":""psi""},""heat_set_temp"":{""type"":""number"",""units"":""C""},""dwell_time"":{""type"":""number"",""units"":""sec""}}",TRUE,TRUE,TRUE,12,12,,High,ISO 10555-4;FDA QMSR,balloon pleater;folder;winging machine,{},Critical for profile and withdrawal testing per ISO 10555-4.
,Industrial Micro-CT,Metrology,3D Non-Destructive,"{""kvp"":{""type"":""number"",""units"":""kV""},""voxel_size"":{""type"":""number"",""units"":""um""},""max_part_size"":{""type"":""string""}}",TRUE,TRUE,FALSE,12,12,,Medium,ISO 15708;ISO 17025,Micro-CT;Zeiss Metrotom;NDT scanner,{},OQ verifies resolution against certified phantom materials.
,Automated Reagent Vial Labeler,Labeling,High-Speed Wraparound,"{""label_acc"":{""type"":""number"",""units"":""mm""},""speed"":{""type"":""number"",""units"":""VPM""},""udi_verified"":{""type"":""boolean""}}",TRUE,TRUE,TRUE,12,12,,Medium,21 CFR 830;21 CFR Part 11,vial labeler;IVD labeler;Zebra wrap,{},PQ verifies label adhesion and scannability at peak rates. 
,Liquid Scintillation Counter,Analytical Lab,Beta-Emitter Counter,"{""efficiency"":{""type"":""number"",""units"":""%""},""background"":{""type"":""number"",""units"":""CPM""},""isotopes"":{""type"":""array""}}",TRUE,TRUE,FALSE,12,12,,Medium,USP ;ISO 13485,scintillation;Beckman counter;beta tester,{},Used in HCT/P laboratories for radioactive isotope counting. 
,Laser Diffraction Particle Sizer,Analytical Lab,Sub-Micron Sizer,"{""range"":{""type"":""range"",""units"":""um""},""obscuration"":{""type"":""number"",""units"":""%""},""lasers"":{""type"":""integer""}}",TRUE,TRUE,FALSE,12,12,,Medium,USP ;USP ,Malvern sizer;Horiba;particle distribution,{},USP Group B. Calibrated with NIST latex spheres. 
,Salt Bath Furnace,Material Forming,Nitinol Fluidized Bed,"{""bath_temp"":{""type"":""number"",""units"":""C""},""cooling_rate"":{""type"":""number"",""units"":""C/s""},""atmosphere"":{""type"":""string""}}",TRUE,TRUE,TRUE,6,6,12,High,ASTM F2063;ISO 13485,nitinol salt bath;shape setting bath;fluidized bed,{},OQ verifies temperature uniformity of the salt medium.
,Orthopedic Surgical Drill,HCT/P Processing,High-Torque Pneumatic,"{""rpm_max"":{""type"":""number""},""torque_limit"":{""type"":""number"",""units"":""N-m""},""air_press"":{""type"":""number"",""units"":""psi""}}",TRUE,TRUE,TRUE,12,12,,High,21 CFR 1271;ISO 17664,surgical drill;ortho power;allograft drill,{},PQ focuses on preventing thermal necrosis in tissue grafts.
,Orthopedic Reamer,HCT/P Processing,Flexible Shaft Reamer,"{""cutting_dia"":{""type"":""number"",""units"":""mm""},""material_comp"":{""type"":""string""},""rpm_range"":{""type"":""range""}}",TRUE,TRUE,TRUE,12,12,,High,21 CFR 1271;ISO 17664,bone reamer;medullary tool;flexible reamer,{},Qualified as reusable processing equipment for donor tissue.
,Nano-scale Reagent Dispenser,IVD Production,Piezo-Electric Jetting,"{""drop_vol"":{""type"":""number"",""units"":""nL""},""pitch_acc"":{""type"":""number"",""units"":""um""},""cv_pct"":{""type"":""number"",""units"":""%""}}",TRUE,TRUE,TRUE,6,6,12,High,ISO 13485;FDA QMSR,nano-dispenser;BioDot;micro-jet,{},PQ verifies coefficient of variation (CV) for dispense accuracy.
,Dynamic Mechanical Analyzer,Analytical Lab,Viscoelastic Tester,"{""freq_range"":{""type"":""range"",""units"":""Hz""},""max_force"":{""type"":""number"",""units"":""N""},""temp_acc"":{""type"":""number"",""units"":""C""}}",TRUE,TRUE,FALSE,12,12,,Medium,USP ;ISO 6721,DMA;polymer tester;stiffness analyzer,{},Critical for characterization of bioabsorbable polymers. 
,X-Ray Photoelectron Spectrometer,Analytical Lab,Surface Chemistry XPS,"{""beam_dia"":{""type"":""number"",""units"":""um""},""sensitivity"":{""type"":""number"",""units"":""cps""},""pass_energy"":{""type"":""number"",""units"":""eV""}}",TRUE,TRUE,FALSE,12,12,,Medium,ISO 13485;FDA QMSR,XPS;ESCA;surface analyzer;implant surface,{},High-complexity Group C instrument. Used for passivated surfaces. 
,Automated Pouch Loader,Packaging,Robotic Inserter,"{""cycle_time"":{""type"":""number"",""units"":""sec""},""placement_acc"":{""type"":""number"",""units"":""mm""},""vacuum_pick"":{""type"":""boolean""}}",TRUE,TRUE,TRUE,12,12,,Low,ISO 11607;ISO 13485,pouch loader;product inserter;packaging robot,{},PQ verifies zero-defect orientation to prevent seal compromise. 
,Suture Attachment Machine,Joining,Needle-Suture Swager,"{""swage_force"":{""type"":""number"",""units"":""N""},""pull_force"":{""type"":""number"",""units"":""N""},""die_type"":{""type"":""string""}}",TRUE,TRUE,TRUE,12,12,12,High,21 CFR 820.75;ISO 13485,swager;suture joiner;needle swage,{},PQ requires USP pull-test verification for 3 consecutive batches. 
,Automated Guidewire Grinder,Machining,Precision Profile Grinder,"{""taper_angle"":{""type"":""number"",""units"":""deg""},""wheel_rpm"":{""type"":""number""},""coolant_flow"":{""type"":""number"",""units"":""L/min""}}",TRUE,TRUE,TRUE,12,6,,Medium,ISO 13485;21 CFR 820,guidewire grinder;mandrel grinder;profile grind,{},OQ verifies repeatability of multi-segment tapers.
,Central Vacuum System,Utilities,Medical Grade Oil-Free,"{""flow_cap"":{""type"":""number"",""units"":""SCFM""},""vacuum_level"":{""type"":""number"",""units"":""inHg""},""redundancy"":{""type"":""boolean""}}",TRUE,TRUE,FALSE,12,12,,Medium,ISO 7396;FDA QMSR,plant vac;process vacuum;house vac,{},OQ verifies vacuum stability under maximum line demand. 
,RO Skid (Reverse Osmosis),Utilities,Pharmaceutical Grade,"{""flow_perm"":{""type"":""number"",""units"":""GPM""},""perm_cond"":{""type"":""number"",""units"":""uS/cm""},""rejection"":{""type"":""number"",""units"":""%""}}",TRUE,TRUE,TRUE,6,6,12,High,USP ;ISO 13485,RO system;water maker;USP water,{},Phase I validation requires daily monitoring for 2-4 weeks.
,Deionization (DI) Skid,Utilities,Electrodeionization (EDI),"{""conductivity"":{""type"":""number"",""units"":""uS/cm""},""resin_type"":{""type"":""string""},""flow_rate"":{""type"":""number"",""units"":""LPM""}}",TRUE,TRUE,TRUE,6,6,12,High,USP ;ISO 13485,DI water;EDI skid;demineralizer,{},Critical for removing final ions from process rinse water.
,Multi-Parameter Patient Simulator,Metrology,Vital Sign Standard,"{""heart_rate"":{""type"":""range"",""units"":""BPM""},""waveforms"":{""type"":""array""},""nibp_acc"":{""type"":""number""}}",TRUE,FALSE,FALSE,12,,,Medium,IEC 60601;ISO 17025,patient sim;NIBP tester;vital sign tester,{},Standard to qualify monitors and therapeutic heart devices.
,Active Lead Continuity Tester,Active Implantable,4-Wire Kelvin Bench,"{""test_current"":{""type"":""number"",""units"":""mA""},""resistance_range"":{""type"":""range"",""units"":""mOhm""},""dwell_time"":{""type"":""number"",""units"":""ms""}}",TRUE,TRUE,TRUE,12,12,,High,ISO 27186;IEC 60601-1;IPC-6012,lead tester;Kelvin bridge;pacer lead tester,{},Critical for verifying grounding paths in active implantable leads.
,Helium Mass Spectrometer,Metrology,Vacuum Leak Detector,"{""sensitivity"":{""type"":""number"",""units"":""mbar.L/s""},""vacuum_source"":{""type"":""string""},""sniff_mode"":{""type"":""boolean""}}",TRUE,TRUE,FALSE,12,12,,High,ISO 13485;21 CFR 820,helium leak;He tester;mass spec leak,{},Gold standard for hermeticity testing of pacemaker cans and valves. 
,Automated Flow Bench,Metrology,Catheter Patency Tester,"{""pressure"":{""type"":""number"",""units"":""psi""},""flow_range"":{""type"":""range"",""units"":""mL/min""},""fluid_temp"":{""type"":""number"",""units"":""C""}}",TRUE,TRUE,TRUE,12,12,,High,ISO 10555;FDA Guidance 824,patency tester;catheter flow;flow bench,{},PQ verifies flow rate consistency across 3 consecutive batches.
,Large-Scale Bioreactor,Reagent Mfg,Stainless Steel Stirred,"{""volume"":{""type"":""number"",""units"":""L""},""do2_range"":{""type"":""range"",""units"":""%""},""temp_uniformity"":{""type"":""number"",""units"":""C""}}",TRUE,TRUE,TRUE,12,6,12,High,21 CFR 820.75;ISO 13485,fermenter;aseptic tank;cell culture tank,{},PQ includes media fills and metabolic profile stability.
,Tangential Flow Filtration (TFF),Reagent Mfg,Ultrafiltration Skid,"{""tmp_pressure"":{""type"":""number"",""units"":""bar""},""crossflow_rate"":{""type"":""number"",""units"":""LPM""},""membrane_area"":{""type"":""number"",""units"":""m2""}}",TRUE,TRUE,TRUE,12,6,12,Medium,USP ;ISO 13485,TFF skid;dialysis skid;concentration unit,{},OQ verifies flux recovery and clean-water permeate stability. 
,Industrial Reagent Lyophilizer,Sterilization,Aseptic Shelf Dryer,"{""condenser_temp"":{""type"":""number"",""units"":""C""},""shelf_mapping"":{""type"":""boolean""},""vacuum_acc"":{""type"":""number"",""units"":""mTorr""}}",TRUE,TRUE,TRUE,6,6,12,High,ISO 13485;21 CFR 820.75,industrial freeze dryer;bulk lyo;aseptic dryer,{},PQ involves a 9-point thermal mapping of shelf uniformity. 
,Syringe Visual Inspection System,Inspection,High-Speed Automated,"{""particle_lod"":{""type"":""number"",""units"":""um""},""inspection_speed"":{""type"":""number"",""units"":""syringes/min""},""camera_count"":{""type"":""integer""}}",TRUE,TRUE,TRUE,12,12,12,High,ISO 13485;21 CFR Part 11,AVI;Knapp test;particle inspector,{},OQ uses Knapp-test vials (known particulate) to verify detection LOD. 
,Micro-Torque Lead Attacher,Assembly,Automated Pacer Lead,"{""torque_limit"":{""type"":""number"",""units"":""N-cm""},""angular_feedback"":{""type"":""boolean""},""software_v"":{""type"":""string""}}",TRUE,TRUE,FALSE,12,12,,High,ISO 13485;21 CFR 820,torque bot;lead attacher;pacer assembler,{},Critical for attaching leads to pacemaker headers without over-stressing.
,WFI Circulating Loop Skid,Utilities,Hot Storage & Dist,"{""loop_temp"":{""type"":""number"",""units"":""C""},""velocity_min"":{""type"":""number"",""units"":""m/s""},""turbulent_flow"":{""type"":""boolean""}}",TRUE,TRUE,TRUE,6,6,12,High,USP ;ISO 13485,water loop;WFI skid;hot water tank,{},PQ Phase III requires 365 days of monitoring to capture seasonal variation. 
,Vacuum Skin Packaging System,Packaging,Sterile Barrier Skin-Pack,"{""vacuum_level"":{""type"":""number"",""units"":""mbar""},""seal_temp"":{""type"":""number"",""units"":""C""},""dwell_time"":{""type"":""number"",""units"":""sec""}}",TRUE,TRUE,TRUE,12,12,12,High,ISO 11607;21 CFR 820.75,skin packer;tray sealer;barrier sealer,{},PQ verifies seal integrity and absence of creases in the skin layer.
,Electrosurgical RF Generator,Therapeutic,High-Frequency Console,"{""output_power"":{""type"":""number"",""units"":""W""},""load_impedance"":{""type"":""range"",""units"":""Ohm""},""leakage_max"":{""type"":""number"",""units"":""mA""}}",TRUE,TRUE,FALSE,12,12,,High,IEC 60601-2-2;FDA 820,ESU;cautery unit;RF console,{},OQ verifies output accuracy across the full impedance range (10-1000 Ohms).
,Harmonic Scalpel Test Rig,Therapeutic,Ultrasonic Safety Bench,"{""frequency"":{""type"":""number"",""units"":""kHz""},""tip_amplitude"":{""type"":""number"",""units"":""um""},""clamping_force"":{""type"":""number"",""units"":""N""}}",TRUE,TRUE,FALSE,12,12,,High,IEC 60601-1;ISO 13485,ultrasonic scalpel;Harmonic tester;blade bench,{},Used to calibrate and validate vibration performance of surgical blades.
,Micro-Wire Laser Stripper,Assembly,Non-Contact Insulation,"{""laser_wavelength"":{""type"":""number"",""units"":""nm""},""focal_acc"":{""type"":""number"",""units"":""um""},""strip_length"":{""type"":""number"",""units"":""mm""}}",TRUE,TRUE,TRUE,12,12,,Medium,ISO 13485;ANSI Z136.1,laser stripper;wire stripper;pacer lead prep,{},Critical for active leads; ensures no mechanical nicks to conductor wires.
,Crimping Force Monitor,Metrology,Inline Solderless Join,"{""force_range"":{""type"":""range"",""units"":""N""},""sampling_rate"":{""type"":""number"",""units"":""Hz""},""reject_limits"":{""type"":""string""}}",TRUE,TRUE,FALSE,12,12,,High,ISO 13485;21 CFR 820,crimp checker;force analyzer;lead crimp,{},In-line monitoring for active implantable lead crimping. 
,Reagent Solvent Still,Utilities,Solvent Purification,"{""distillation_rate"":{""type"":""number"",""units"":""L/hr""},""purity_cutoff"":{""type"":""number"",""units"":""%""},""exhaust_safeties"":{""type"":""boolean""}}",TRUE,TRUE,TRUE,12,12,,Medium,ISO 13485;21 CFR 820,solvent reclaimer;reagent still;distiller,{},OQ verifies vapor temperature and reflux ratio control. 
,Clean-In-Place (CIP) Skid,Cleaning,Automated Loop System,"{""flow_rate"":{""type"":""number"",""units"":""LPM""},""conductivity_cutoff"":{""type"":""number"",""units"":""uS/cm""},""cycle_time"":{""type"":""number"",""units"":""min""}}",TRUE,TRUE,TRUE,12,12,12,High,ISO 13485;21 CFR 820,CIP unit;reagent washer;loop cleaner,{},PQ involves riboflavin (UV dye) coverage testing in production vessels. 
,Sterilize-In-Place (SIP) System,Sterilization,Pure Steam Control,"{""steam_pressure"":{""type"":""number"",""units"":""psi""},""temp_mapping"":{""type"":""boolean""},""drain_temp"":{""type"":""number"",""units"":""C""}}",TRUE,TRUE,TRUE,12,12,12,High,ISO 17665;21 CFR 820,SIP control;steam-in-place;aseptic system,{},PQ verifies lethality (Fo) at the most difficult-to-sterilize ports. 
,Multi-Stage Ultrasonic Passivation,Finishing,High-Throughput Line,"{""acid_bath_count"":{""type"":""integer""},""rinse_resistivity"":{""type"":""number"",""units"":""MOhm""},""sonic_freq"":{""type"":""number"",""units"":""kHz""}}",TRUE,TRUE,TRUE,12,12,12,High,ASTM A967;ISO 13485,acid passivation;sonic finisher;implant line,{},PQ verifies corrosion resistance (ASTM B117) of finished parts.
,Nitrogen Blanket Controller,Control,Tank Headspace Unit,"{""pressure_setpoint"":{""type"":""number"",""units"":""mbar""},""oxygen_lod"":{""type"":""number"",""units"":""ppm""},""alarm_logic"":{""type"":""string""}}",TRUE,TRUE,FALSE,12,12,,Medium,ISO 13485;21 CFR 820,inerting unit;N2 blanket;headspace controller,{},OQ verifies fast-response oxygen purging during tank draw-down. 
